Commands,Hard Label,Soft Label
go from the blue room to the red room then push the chair into the blue room then return to the red room and then go into the green room,1,1
go to the red room push the red chair to the green room go to the red room go to the blue room,1,1
move to the red room move the red chair to the blue room move to the red room and then move to the green room,1,1
go to the pink room locate chair and return chair to blue room then go to pink room and then green room,1,1
go in the red room bring chair back to blue room then go back to red room then into green room,1,1
move to the red room push the chair into the blue room go into the red room and enter the green room,1,1
go to the red room and take the chair to the blue room . from the red room door go to the green room,1,1
move to the pink room and get the chair and go to the purple room then go to the pink room and finally the green room,1,1
move to red room go to chair move chair to blue room move to red room move to green room,1,1
exit blue room and go to pink room push chair into the blue room exit blue room and turn right in pink room and then go to green room,1,1
move to the red room push the object into the blue room move through the red room and enter the green room,1,1
go to the pink room and push the chair into the blue room then go back to the pink room and enter the green room,1,1
move to the red room and pick up the chair then move the chair into the blue room leave the chair and move to the red room and then move to the green room,1,1
go to red room bring chair back to blue room and then go to green room,1,1
go to red room go to chair push chair to blue room go to red room go to green room,1,1
go to red room slide chair twordas you and come back,1,1
go to the red room push the chair across the red room into the blue room go back to the red room then enter the green room,1,1
move to the red room move to the red chair move the red chair to the blue room move to the red room move to the green room,1,1
go the the red room go to the left of the chair go to the right side of the room go to the bottom of the chair go to the blue room go to the red room go to the green room,1,1
move to red room go south to wall go west to wall go up push chair to east go down go right go to blue room go to red room go to green room,1,1
